OrderID	CustomerID	customer	Product	CategoryName	Quantity	UnitPrice	Discount	Supplier	shipper	PostalCode	City	Region	Country	OrderDate	RequiredDate	ShippedDate	UpdateFlag
10731	CHOPS	Chop-suey Chinese	Sir Rodney's Scones	Confections	40	10	5.0000001E-2	Specialty Biscuits, Ltd.	Speedy Express	3012	Bern		Switzerland	1997-11-06 00:00:00	1997-12-04 00:00:00	1997-11-14 00:00:00	I
10731	CHOPS	Chop-suey Chinese	Manjimup Dried Apples	Produce	30	53	5.0000001E-2	G'day, Mate	Speedy Express	3012	Bern		Switzerland	1997-11-06 00:00:00	1997-12-04 00:00:00	1997-11-14 00:00:00	I
10732	BONAP	Bon app'	Lakkalikööri	Beverages	20	18	0	Karkki Oy	Speedy Express	13008	Marseille		France	1997-11-06 00:00:00	1997-12-04 00:00:00	1997-11-07 00:00:00	I
10733	BERGS	Berglunds snabbköp	Tofu	Produce	16	23.25	0	Mayumi's	Federal Shipping	S-958 22	Luleå		Sweden	1997-11-07 00:00:00	1997-12-05 00:00:00	1997-11-10 00:00:00	I
10733	BERGS	Berglunds snabbköp	Rössle Sauerkraut	Produce	20	45.6	0	Plutzer Lebensmittelgroßmärkte AG	Federal Shipping	S-958 22	Luleå		Sweden	1997-11-07 00:00:00	1997-12-05 00:00:00	1997-11-10 00:00:00	I
10733	BERGS	Berglunds snabbköp	Filo Mix	Grains/Cereals	25	7	0	G'day, Mate	Federal Shipping	S-958 22	Luleå		Sweden	1997-11-07 00:00:00	1997-12-05 00:00:00	1997-11-10 00:00:00	I
10734	GOURL	Gourmet Lanchonetes	Grandma's Boysenberry Spread	Condiments	30	25	0	Grandma Kelly's Homestead	Federal Shipping	04876-786	Campinas	SP	Brazil	1997-11-07 00:00:00	1997-12-05 00:00:00	1997-11-12 00:00:00	I
10734	GOURL	Gourmet Lanchonetes	Nord-Ost Matjeshering	Seafood	15	25.89	0	Nord-Ost-Fisch Handelsgesellschaft mbH	Federal Shipping	04876-786	Campinas	SP	Brazil	1997-11-07 00:00:00	1997-12-05 00:00:00	1997-11-12 00:00:00	I
10734	GOURL	Gourmet Lanchonetes	Lakkalikööri	Beverages	20	18	0	Karkki Oy	Federal Shipping	04876-786	Campinas	SP	Brazil	1997-11-07 00:00:00	1997-12-05 00:00:00	1997-11-12 00:00:00	I
10735	LETSS	Let's Stop N Shop	Sirop d'érable	Condiments	20	28.5	0.1	Forêts d'érables	United Package	94117	San Francisco	CA	USA	1997-11-10 00:00:00	1997-12-08 00:00:00	1997-11-21 00:00:00	I
10735	LETSS	Let's Stop N Shop	Original Frankfurter grüne Soße	Condiments	2	13	0.1	Plutzer Lebensmittelgroßmärkte AG	United Package	94117	San Francisco	CA	USA	1997-11-10 00:00:00	1997-12-08 00:00:00	1997-11-21 00:00:00	I
10736	HUNGO	Hungry Owl All-Night Grocers	Louisiana Fiery Hot Pepper Sauce	Condiments	40	21.05	0	New Orleans Cajun Delights	United Package		Cork	Co. Cork	Ireland	1997-11-11 00:00:00	1997-12-09 00:00:00	1997-11-21 00:00:00	I
10736	HUNGO	Hungry Owl All-Night Grocers	Rhönbräu Klosterbier	Beverages	20	7.75	0	Plutzer Lebensmittelgroßmärkte AG	United Package		Cork	Co. Cork	Ireland	1997-11-11 00:00:00	1997-12-09 00:00:00	1997-11-21 00:00:00	I
10737	VINET	Vins et alcools Chevalier	Konbu	Seafood	4	6	0	Mayumi's	United Package	51100	Reims		France	1997-11-11 00:00:00	1997-12-09 00:00:00	1997-11-18 00:00:00	I
10737	VINET	Vins et alcools Chevalier	Jack's New England Clam Chowder	Seafood	12	9.65	0	New England Seafood Cannery	United Package	51100	Reims		France	1997-11-11 00:00:00	1997-12-09 00:00:00	1997-11-18 00:00:00	I
10738	SPECD	Spécialités du monde	Pavlova	Confections	3	17.45	0	Pavlova, Ltd.	Speedy Express	75016	Paris		France	1997-11-12 00:00:00	1997-12-10 00:00:00	1997-11-18 00:00:00	I
10739	VINET	Vins et alcools Chevalier	Inlagd Sill	Seafood	6	19	0	Svensk Sjöföda AB	Federal Shipping	51100	Reims		France	1997-11-12 00:00:00	1997-12-10 00:00:00	1997-11-17 00:00:00	I
10739	VINET	Vins et alcools Chevalier	Filo Mix	Grains/Cereals	18	7	0	G'day, Mate	Federal Shipping	51100	Reims		France	1997-11-12 00:00:00	1997-12-10 00:00:00	1997-11-17 00:00:00	I
10740	WHITC	White Clover Markets	Rössle Sauerkraut	Produce	5	45.6	0.2	Plutzer Lebensmittelgroßmärkte AG	United Package	98128	Seattle	WA	USA	1997-11-13 00:00:00	1997-12-11 00:00:00	1997-11-25 00:00:00	I
10740	WHITC	White Clover Markets	Steeleye Stout	Beverages	35	18	0.2	Bigfoot Breweries	United Package	98128	Seattle	WA	USA	1997-11-13 00:00:00	1997-12-11 00:00:00	1997-11-25 00:00:00	I
10740	WHITC	White Clover Markets	Rogede sild	Seafood	40	9.5	0.2	Lyngbysild	United Package	98128	Seattle	WA	USA	1997-11-13 00:00:00	1997-12-11 00:00:00	1997-11-25 00:00:00	I
10740	WHITC	White Clover Markets	Gnocchi di nonna Alice	Grains/Cereals	14	38	0.2	Pasta Buttini s.r.l.	United Package	98128	Seattle	WA	USA	1997-11-13 00:00:00	1997-12-11 00:00:00	1997-11-25 00:00:00	I
10741	AROUT	Around the Horn	Chang	Beverages	15	19	0.2	Exotic Liquids	Federal Shipping	WA1 1DP	London		UK	1997-11-14 00:00:00	1997-11-28 00:00:00	1997-11-18 00:00:00	I
10742	BOTTM	Bottom-Dollar Markets	Aniseed Syrup	Condiments	20	10	0	Exotic Liquids	Federal Shipping	T2F 8M4	Tsawassen	BC	Canada	1997-11-14 00:00:00	1997-12-12 00:00:00	1997-11-18 00:00:00	I
10742	BOTTM	Bottom-Dollar Markets	Camembert Pierrot	Dairy Products	50	34	0	Gai pâturage	Federal Shipping	T2F 8M4	Tsawassen	BC	Canada	1997-11-14 00:00:00	1997-12-12 00:00:00	1997-11-18 00:00:00	I
10742	BOTTM	Bottom-Dollar Markets	Mozzarella di Giovanni	Dairy Products	35	34.8	0	Formaggi Fortini s.r.l.	Federal Shipping	T2F 8M4	Tsawassen	BC	Canada	1997-11-14 00:00:00	1997-12-12 00:00:00	1997-11-18 00:00:00	I
10743	AROUT	Around the Horn	Spegesild	Seafood	28	12	5.0000001E-2	Lyngbysild	United Package	WA1 1DP	London		UK	1997-11-17 00:00:00	1997-12-15 00:00:00	1997-11-21 00:00:00	I
10744	VAFFE	Vaffeljernet	Boston Crab Meat	Seafood	50	18.4	0.2	New England Seafood Cannery	Speedy Express	8200	Århus		Denmark	1997-11-17 00:00:00	1997-12-15 00:00:00	1997-11-24 00:00:00	I
10745	QUICK	QUICK-Stop	Carnarvon Tigers	Seafood	24	62.5	0	Pavlova, Ltd.	Speedy Express	01307	Cunewalde		Germany	1997-11-18 00:00:00	1997-12-16 00:00:00	1997-11-27 00:00:00	I
10745	QUICK	QUICK-Stop	Gula Malacca	Condiments	16	19.45	0	Leka Trading	Speedy Express	01307	Cunewalde		Germany	1997-11-18 00:00:00	1997-12-16 00:00:00	1997-11-27 00:00:00	I
10745	QUICK	QUICK-Stop	Raclette Courdavault	Dairy Products	45	55	0	Gai pâturage	Speedy Express	01307	Cunewalde		Germany	1997-11-18 00:00:00	1997-12-16 00:00:00	1997-11-27 00:00:00	I
10745	QUICK	QUICK-Stop	Mozzarella di Giovanni	Dairy Products	7	34.8	0	Formaggi Fortini s.r.l.	Speedy Express	01307	Cunewalde		Germany	1997-11-18 00:00:00	1997-12-16 00:00:00	1997-11-27 00:00:00	I
10747	PICCO	Piccolo und mehr	Gorgonzola Telino	Dairy Products	8	12.5	0	Formaggi Fortini s.r.l.	Speedy Express	5020	Salzburg		Austria	1997-11-19 00:00:00	1997-12-17 00:00:00	1997-11-26 00:00:00	I
10747	PICCO	Piccolo und mehr	Jack's New England Clam Chowder	Seafood	35	9.65	0	New England Seafood Cannery	Speedy Express	5020	Salzburg		Austria	1997-11-19 00:00:00	1997-12-17 00:00:00	1997-11-26 00:00:00	I
10747	PICCO	Piccolo und mehr	Vegie-spread	Condiments	9	43.9	0	Pavlova, Ltd.	Speedy Express	5020	Salzburg		Austria	1997-11-19 00:00:00	1997-12-17 00:00:00	1997-11-26 00:00:00	I
10747	PICCO	Piccolo und mehr	Gudbrandsdalsost	Dairy Products	30	36	0	Norske Meierier	Speedy Express	5020	Salzburg		Austria	1997-11-19 00:00:00	1997-12-17 00:00:00	1997-11-26 00:00:00	I
10746	CHOPS	Chop-suey Chinese	Konbu	Seafood	6	6	0	Mayumi's	Federal Shipping	3012	Bern		Switzerland	1997-11-19 00:00:00	1997-12-17 00:00:00	1997-11-21 00:00:00	I
10746	CHOPS	Chop-suey Chinese	Singaporean Hokkien Fried Mee	Grains/Cereals	28	14	0	Leka Trading	Federal Shipping	3012	Bern		Switzerland	1997-11-19 00:00:00	1997-12-17 00:00:00	1997-11-21 00:00:00	I
10746	CHOPS	Chop-suey Chinese	Tarte au sucre	Confections	9	49.3	0	Forêts d'érables	Federal Shipping	3012	Bern		Switzerland	1997-11-19 00:00:00	1997-12-17 00:00:00	1997-11-21 00:00:00	I
10746	CHOPS	Chop-suey Chinese	Gudbrandsdalsost	Dairy Products	40	36	0	Norske Meierier	Federal Shipping	3012	Bern		Switzerland	1997-11-19 00:00:00	1997-12-17 00:00:00	1997-11-21 00:00:00	I
10748	SAVEA	Save-a-lot Markets	Tunnbröd	Grains/Cereals	44	9	0	PB Knäckebröd AB	Speedy Express	83720	Boise	ID	USA	1997-11-20 00:00:00	1997-12-18 00:00:00	1997-11-28 00:00:00	I
10748	SAVEA	Save-a-lot Markets	Boston Crab Meat	Seafood	40	18.4	0	New England Seafood Cannery	Speedy Express	83720	Boise	ID	USA	1997-11-20 00:00:00	1997-12-18 00:00:00	1997-11-28 00:00:00	I
10748	SAVEA	Save-a-lot Markets	Gnocchi di nonna Alice	Grains/Cereals	28	38	0	Pasta Buttini s.r.l.	Speedy Express	83720	Boise	ID	USA	1997-11-20 00:00:00	1997-12-18 00:00:00	1997-11-28 00:00:00	I
10749	ISLAT	Island Trading	Gnocchi di nonna Alice	Grains/Cereals	15	38	0	Pasta Buttini s.r.l.	United Package	PO31 7PJ	Cowes	Isle of Wight	UK	1997-11-20 00:00:00	1997-12-18 00:00:00	1997-12-19 00:00:00	I
10749	ISLAT	Island Trading	Raclette Courdavault	Dairy Products	6	55	0	Gai pâturage	United Package	PO31 7PJ	Cowes	Isle of Wight	UK	1997-11-20 00:00:00	1997-12-18 00:00:00	1997-12-19 00:00:00	I
10749	ISLAT	Island Trading	Lakkalikööri	Beverages	10	18	0	Karkki Oy	United Package	PO31 7PJ	Cowes	Isle of Wight	UK	1997-11-20 00:00:00	1997-12-18 00:00:00	1997-12-19 00:00:00	I
10750	WARTH	Wartian Herkku	Tofu	Produce	5	23.25	0.15000001	Mayumi's	Speedy Express	90110	Oulu		Finland	1997-11-21 00:00:00	1997-12-19 00:00:00	1997-11-24 00:00:00	I
10750	WARTH	Wartian Herkku	Rogede sild	Seafood	40	9.5	0.15000001	Lyngbysild	Speedy Express	90110	Oulu		Finland	1997-11-21 00:00:00	1997-12-19 00:00:00	1997-11-24 00:00:00	I
10750	WARTH	Wartian Herkku	Raclette Courdavault	Dairy Products	25	55	0.15000001	Gai pâturage	Speedy Express	90110	Oulu		Finland	1997-11-21 00:00:00	1997-12-19 00:00:00	1997-11-24 00:00:00	I
10751	RICSU	Richter Supermarkt	Gumbär Gummibärchen	Confections	12	31.23	0.1	Heli Süßwaren GmbH & Co. KG	Federal Shipping	1203	Genève		Switzerland	1997-11-24 00:00:00	1997-12-22 00:00:00	1997-12-03 00:00:00	I
10751	RICSU	Richter Supermarkt	Nord-Ost Matjeshering	Seafood	30	25.89	0	Nord-Ost-Fisch Handelsgesellschaft mbH	Federal Shipping	1203	Genève		Switzerland	1997-11-24 00:00:00	1997-12-22 00:00:00	1997-12-03 00:00:00	I
10751	RICSU	Richter Supermarkt	Valkoinen suklaa	Confections	20	16.25	0.1	Karkki Oy	Federal Shipping	1203	Genève		Switzerland	1997-11-24 00:00:00	1997-12-22 00:00:00	1997-12-03 00:00:00	I
10751	RICSU	Richter Supermarkt	Röd Kaviar	Seafood	15	15	0	Svensk Sjöföda AB	Federal Shipping	1203	Genève		Switzerland	1997-11-24 00:00:00	1997-12-22 00:00:00	1997-12-03 00:00:00	I
10752	NORTS	North/South	Chai	Beverages	8	18	0	Exotic Liquids	Federal Shipping	SW7 1RZ	London		UK	1997-11-24 00:00:00	1997-12-22 00:00:00	1997-11-28 00:00:00	I
10752	NORTS	North/South	Gudbrandsdalsost	Dairy Products	3	36	0	Norske Meierier	Federal Shipping	SW7 1RZ	London		UK	1997-11-24 00:00:00	1997-12-22 00:00:00	1997-11-28 00:00:00	I
10753	FRANS	Franchi S.p.A.	Rogede sild	Seafood	4	9.5	0	Lyngbysild	Speedy Express	10100	Torino		Italy	1997-11-25 00:00:00	1997-12-23 00:00:00	1997-11-27 00:00:00	I
10753	FRANS	Franchi S.p.A.	Longlife Tofu	Produce	5	10	0	Tokyo Traders	Speedy Express	10100	Torino		Italy	1997-11-25 00:00:00	1997-12-23 00:00:00	1997-11-27 00:00:00	I
10754	MAGAA	Magazzini Alimentari Riuniti	Boston Crab Meat	Seafood	3	18.4	0	New England Seafood Cannery	Federal Shipping	24100	Bergamo		Italy	1997-11-25 00:00:00	1997-12-23 00:00:00	1997-11-27 00:00:00	I
10755	BONAP	Bon app'	Zaanse koeken	Confections	30	9.5	0.25	Zaanse Snoepfabriek	United Package	13008	Marseille		France	1997-11-26 00:00:00	1997-12-24 00:00:00	1997-11-28 00:00:00	I
10755	BONAP	Bon app'	Gnocchi di nonna Alice	Grains/Cereals	30	38	0.25	Pasta Buttini s.r.l.	United Package	13008	Marseille		France	1997-11-26 00:00:00	1997-12-24 00:00:00	1997-11-28 00:00:00	I
10755	BONAP	Bon app'	Ravioli Angelo	Grains/Cereals	14	19.5	0.25	Pasta Buttini s.r.l.	United Package	13008	Marseille		France	1997-11-26 00:00:00	1997-12-24 00:00:00	1997-11-28 00:00:00	I
10755	BONAP	Bon app'	Gudbrandsdalsost	Dairy Products	25	36	0.25	Norske Meierier	United Package	13008	Marseille		France	1997-11-26 00:00:00	1997-12-24 00:00:00	1997-11-28 00:00:00	I
10756	SPLIR	Split Rail Beer & Ale	Carnarvon Tigers	Seafood	21	62.5	0.2	Pavlova, Ltd.	United Package	82520	Lander	WY	USA	1997-11-27 00:00:00	1997-12-25 00:00:00	1997-12-02 00:00:00	I
10756	SPLIR	Split Rail Beer & Ale	Inlagd Sill	Seafood	20	19	0.2	Svensk Sjöföda AB	United Package	82520	Lander	WY	USA	1997-11-27 00:00:00	1997-12-25 00:00:00	1997-12-02 00:00:00	I
10756	SPLIR	Split Rail Beer & Ale	Scottish Longbreads	Confections	6	12.5	0.2	Specialty Biscuits, Ltd.	United Package	82520	Lander	WY	USA	1997-11-27 00:00:00	1997-12-25 00:00:00	1997-12-02 00:00:00	I
10756	SPLIR	Split Rail Beer & Ale	Gudbrandsdalsost	Dairy Products	20	36	0.2	Norske Meierier	United Package	82520	Lander	WY	USA	1997-11-27 00:00:00	1997-12-25 00:00:00	1997-12-02 00:00:00	I
10757	SAVEA	Save-a-lot Markets	Sasquatch Ale	Beverages	30	14	0	Bigfoot Breweries	Speedy Express	83720	Boise	ID	USA	1997-11-27 00:00:00	1997-12-25 00:00:00	1997-12-15 00:00:00	I
10757	SAVEA	Save-a-lot Markets	Raclette Courdavault	Dairy Products	7	55	0	Gai pâturage	Speedy Express	83720	Boise	ID	USA	1997-11-27 00:00:00	1997-12-25 00:00:00	1997-12-15 00:00:00	I
10757	SAVEA	Save-a-lot Markets	Tarte au sucre	Confections	30	49.3	0	Forêts d'érables	Speedy Express	83720	Boise	ID	USA	1997-11-27 00:00:00	1997-12-25 00:00:00	1997-12-15 00:00:00	I
10757	SAVEA	Save-a-lot Markets	Wimmers gute Semmelknödel	Grains/Cereals	24	33.25	0	Plutzer Lebensmittelgroßmärkte AG	Speedy Express	83720	Boise	ID	USA	1997-11-27 00:00:00	1997-12-25 00:00:00	1997-12-15 00:00:00	I
10758	RICSU	Richter Supermarkt	Gumbär Gummibärchen	Confections	20	31.23	0	Heli Süßwaren GmbH & Co. KG	Federal Shipping	1203	Genève		Switzerland	1997-11-28 00:00:00	1997-12-26 00:00:00	1997-12-04 00:00:00	I
10758	RICSU	Richter Supermarkt	Filo Mix	Grains/Cereals	60	7	0	G'day, Mate	Federal Shipping	1203	Genève		Switzerland	1997-11-28 00:00:00	1997-12-26 00:00:00	1997-12-04 00:00:00	I
10758	RICSU	Richter Supermarkt	Outback Lager	Beverages	40	15	0	Pavlova, Ltd.	Federal Shipping	1203	Genève		Switzerland	1997-11-28 00:00:00	1997-12-26 00:00:00	1997-12-04 00:00:00	I
10759	ANATR	Ana Trujillo Emparedados y helados	Mascarpone Fabioli	Dairy Products	10	32	0	Formaggi Fortini s.r.l.	Federal Shipping	05021	México D.F.		Mexico	1997-11-28 00:00:00	1997-12-26 00:00:00	1997-12-12 00:00:00	I
10760	MAISD	Maison Dewey	NuNuCa Nuß-Nougat-Creme	Confections	12	14	0.25	Heli Süßwaren GmbH & Co. KG	Speedy Express	B-1180	Bruxelles		Belgium	1997-12-01 00:00:00	1997-12-29 00:00:00	1997-12-10 00:00:00	I
10760	MAISD	Maison Dewey	Schoggi Schokolade	Confections	40	43.9	0	Heli Süßwaren GmbH & Co. KG	Speedy Express	B-1180	Bruxelles		Belgium	1997-12-01 00:00:00	1997-12-29 00:00:00	1997-12-10 00:00:00	I
10760	MAISD	Maison Dewey	Ipoh Coffee	Beverages	30	46	0.25	Leka Trading	Speedy Express	B-1180	Bruxelles		Belgium	1997-12-01 00:00:00	1997-12-29 00:00:00	1997-12-10 00:00:00	I
10761	RATTC	Rattlesnake Canyon Grocery	NuNuCa Nuß-Nougat-Creme	Confections	35	14	0.25	Heli Süßwaren GmbH & Co. KG	United Package	87110	Albuquerque	NM	USA	1997-12-02 00:00:00	1997-12-30 00:00:00	1997-12-08 00:00:00	I
10761	RATTC	Rattlesnake Canyon Grocery	Rhönbräu Klosterbier	Beverages	18	7.75	0	Plutzer Lebensmittelgroßmärkte AG	United Package	87110	Albuquerque	NM	USA	1997-12-02 00:00:00	1997-12-30 00:00:00	1997-12-08 00:00:00	I
10762	FOLKO	Folk och fä HB	Chartreuse verte	Beverages	16	18	0	Aux joyeux ecclésiastiques	Speedy Express	S-844 67	Bräcke		Sweden	1997-12-02 00:00:00	1997-12-30 00:00:00	1997-12-09 00:00:00	I
10762	FOLKO	Folk och fä HB	Zaanse koeken	Confections	30	9.5	0	Zaanse Snoepfabriek	Speedy Express	S-844 67	Bräcke		Sweden	1997-12-02 00:00:00	1997-12-30 00:00:00	1997-12-09 00:00:00	I
10762	FOLKO	Folk och fä HB	Manjimup Dried Apples	Produce	28	53	0	G'day, Mate	Speedy Express	S-844 67	Bräcke		Sweden	1997-12-02 00:00:00	1997-12-30 00:00:00	1997-12-09 00:00:00	I
10762	FOLKO	Folk och fä HB	Gnocchi di nonna Alice	Grains/Cereals	60	38	0	Pasta Buttini s.r.l.	Speedy Express	S-844 67	Bräcke		Sweden	1997-12-02 00:00:00	1997-12-30 00:00:00	1997-12-09 00:00:00	I
10763	FOLIG	Folies gourmandes	Sir Rodney's Scones	Confections	40	10	0	Specialty Biscuits, Ltd.	Federal Shipping	59000	Lille		France	1997-12-03 00:00:00	1997-12-31 00:00:00	1997-12-08 00:00:00	I
10763	FOLIG	Folies gourmandes	Gustaf's Knäckebröd	Grains/Cereals	6	21	0	PB Knäckebröd AB	Federal Shipping	59000	Lille		France	1997-12-03 00:00:00	1997-12-31 00:00:00	1997-12-08 00:00:00	I
10763	FOLIG	Folies gourmandes	Guaraná Fantástica	Beverages	20	4.5	0	Refrescos Americanas LTDA	Federal Shipping	59000	Lille		France	1997-12-03 00:00:00	1997-12-31 00:00:00	1997-12-08 00:00:00	I
10764	ERNSH	Ernst Handel	Aniseed Syrup	Condiments	20	10	0.1	Exotic Liquids	Federal Shipping	8010	Graz		Austria	1997-12-03 00:00:00	1997-12-31 00:00:00	1997-12-08 00:00:00	I
10764	ERNSH	Ernst Handel	Chartreuse verte	Beverages	130	18	0.1	Aux joyeux ecclésiastiques	Federal Shipping	8010	Graz		Austria	1997-12-03 00:00:00	1997-12-31 00:00:00	1997-12-08 00:00:00	I
10765	QUICK	QUICK-Stop	Louisiana Fiery Hot Pepper Sauce	Condiments	80	21.05	0.1	New Orleans Cajun Delights	Federal Shipping	01307	Cunewalde		Germany	1997-12-04 00:00:00	1998-01-01 00:00:00	1997-12-09 00:00:00	I
10766	OTTIK	Ottilies Käseladen	Chang	Beverages	40	19	0	Exotic Liquids	Speedy Express	50739	Köln		Germany	1997-12-05 00:00:00	1998-01-02 00:00:00	1997-12-09 00:00:00	I
10766	OTTIK	Ottilies Käseladen	Uncle Bob's Organic Dried Pears	Produce	35	30	0	Grandma Kelly's Homestead	Speedy Express	50739	Köln		Germany	1997-12-05 00:00:00	1998-01-02 00:00:00	1997-12-09 00:00:00	I
10766	OTTIK	Ottilies Käseladen	Scottish Longbreads	Confections	40	12.5	0	Specialty Biscuits, Ltd.	Speedy Express	50739	Köln		Germany	1997-12-05 00:00:00	1998-01-02 00:00:00	1997-12-09 00:00:00	I
10767	SUPRD	Suprêmes délices	Singaporean Hokkien Fried Mee	Grains/Cereals	2	14	0	Leka Trading	Federal Shipping	B-6000	Charleroi		Belgium	1997-12-05 00:00:00	1998-01-02 00:00:00	1997-12-15 00:00:00	I
10768	AROUT	Around the Horn	Gustaf's Knäckebröd	Grains/Cereals	4	21	0	PB Knäckebröd AB	United Package	WA1 1DP	London		UK	1997-12-08 00:00:00	1998-01-05 00:00:00	1997-12-15 00:00:00	I
10768	AROUT	Around the Horn	Gorgonzola Telino	Dairy Products	50	12.5	0	Formaggi Fortini s.r.l.	United Package	WA1 1DP	London		UK	1997-12-08 00:00:00	1998-01-05 00:00:00	1997-12-15 00:00:00	I
10768	AROUT	Around the Horn	Camembert Pierrot	Dairy Products	15	34	0	Gai pâturage	United Package	WA1 1DP	London		UK	1997-12-08 00:00:00	1998-01-05 00:00:00	1997-12-15 00:00:00	I
10768	AROUT	Around the Horn	Flotemysost	Dairy Products	12	21.5	0	Norske Meierier	United Package	WA1 1DP	London		UK	1997-12-08 00:00:00	1998-01-05 00:00:00	1997-12-15 00:00:00	I
10769	VAFFE	Vaffeljernet	Jack's New England Clam Chowder	Seafood	30	9.65	5.0000001E-2	New England Seafood Cannery	Speedy Express	8200	Århus		Denmark	1997-12-08 00:00:00	1998-01-05 00:00:00	1997-12-12 00:00:00	I
10769	VAFFE	Vaffeljernet	Filo Mix	Grains/Cereals	15	7	5.0000001E-2	G'day, Mate	Speedy Express	8200	Århus		Denmark	1997-12-08 00:00:00	1998-01-05 00:00:00	1997-12-12 00:00:00	I
10769	VAFFE	Vaffeljernet	Sirop d'érable	Condiments	20	28.5	0	Forêts d'érables	Speedy Express	8200	Århus		Denmark	1997-12-08 00:00:00	1998-01-05 00:00:00	1997-12-12 00:00:00	I
10769	VAFFE	Vaffeljernet	Tarte au sucre	Confections	15	49.3	0	Forêts d'érables	Speedy Express	8200	Århus		Denmark	1997-12-08 00:00:00	1998-01-05 00:00:00	1997-12-12 00:00:00	I
10770	HANAR	Hanari Carnes	Queso Cabrales	Dairy Products	15	21	0.25	Cooperativa de Quesos 'Las Cabras'	Federal Shipping	05454-876	Rio de Janeiro	RJ	Brazil	1997-12-09 00:00:00	1998-01-06 00:00:00	1997-12-17 00:00:00	I
