10294,2003-08-30 00:00:00,60,21,27.2,571.20001,Camembert Pierrot,Dairy Products
10294,2003-08-30 00:00:00,75,6,6.2,37.200001,Rhönbräu Klosterbier,Beverages
10295,2003-09-02 00:00:00,56,4,30.4,121.6,Gnocchi di nonna Alice,Grains/Cereals
10296,2003-09-03 00:00:00,11,12,16.8,201.60001,Queso Cabrales,Dairy Products
10296,2003-09-03 00:00:00,16,30,13.9,417,Pavlova,Confections
10296,2003-09-03 00:00:00,69,15,28.8,432,Gudbrandsdalsost,Dairy Products
10297,2003-09-04 00:00:00,39,60,14.4,864,Chartreuse verte,Beverages
10297,2003-09-04 00:00:00,72,20,27.8,556,Mozzarella di Giovanni,Dairy Products
10298,2003-09-05 00:00:00,2,40,15.2,608,Chang,Beverages
10298,2003-09-05 00:00:00,36,40,15.2,456,Inlagd Sill,Seafood
10298,2003-09-05 00:00:00,59,30,44,990,Raclette Courdavault,Dairy Products
10298,2003-09-05 00:00:00,62,15,39.4,591,Tarte au sucre,Confections
10299,2003-09-06 00:00:00,19,15,7.3,109.5,Teatime Chocolate Biscuits,Confections
10299,2003-09-06 00:00:00,70,20,12,240,Outback Lager,Beverages
10300,2003-09-09 00:00:00,66,30,13.6,408,Louisiana Hot Spiced Okra,Condiments
10300,2003-09-09 00:00:00,68,20,10,200,Scottish Longbreads,Confections
10301,2003-09-09 00:00:00,40,10,14.7,147,Boston Crab Meat,Seafood
10301,2003-09-09 00:00:00,56,20,30.4,608,Gnocchi di nonna Alice,Grains/Cereals
10302,2003-09-10 00:00:00,17,40,31.2,1248,Alice Mutton,Meat/Poultry
10302,2003-09-10 00:00:00,28,28,36.4,1019.2,Rössle Sauerkraut,Produce
10302,2003-09-10 00:00:00,43,12,36.8,441.60001,Ipoh Coffee,Beverages
10303,2003-09-11 00:00:00,40,40,14.7,529.20001,Boston Crab Meat,Seafood
10303,2003-09-11 00:00:00,65,30,16.8,453.59998,Louisiana Fiery Hot Pepper Sauce,Condiments
10303,2003-09-11 00:00:00,68,15,10,135,Scottish Longbreads,Confections
10304,2003-09-12 00:00:00,49,30,16,480,Maxilaku,Confections
10304,2003-09-12 00:00:00,59,10,44,440,Raclette Courdavault,Dairy Products
10304,2003-09-12 00:00:00,71,2,17.2,34.400002,Flotemysost,Dairy Products
10305,2003-09-13 00:00:00,18,25,50,1125,Carnarvon Tigers,Seafood
10305,2003-09-13 00:00:00,29,25,99,2227.5,Thüringer Rostbratwurst,Meat/Poultry
10305,2003-09-13 00:00:00,39,30,14.4,388.79999,Chartreuse verte,Beverages
10306,2003-09-16 00:00:00,30,10,20.7,207,Nord-Ost Matjeshering,Seafood
10306,2003-09-16 00:00:00,53,10,26.2,262,Perth Pasties,Meat/Poultry
10306,2003-09-16 00:00:00,54,5,5.9,29.5,Tourtière,Meat/Poultry
10307,2003-09-17 00:00:00,62,10,39.4,394,Tarte au sucre,Confections
10307,2003-09-17 00:00:00,68,3,10,30,Scottish Longbreads,Confections
10308,2003-09-18 00:00:00,69,1,28.8,28.799999,Gudbrandsdalsost,Dairy Products
10308,2003-09-18 00:00:00,70,5,12,60,Outback Lager,Beverages
10309,2003-09-19 00:00:00,4,20,17.6,352,Chef Anton's Cajun Seasoning,Condiments
10309,2003-09-19 00:00:00,6,30,20,600,Grandma's Boysenberry Spread,Condiments
10309,2003-09-19 00:00:00,42,2,11.2,22.4,Singaporean Hokkien Fried Mee,Grains/Cereals
10309,2003-09-19 00:00:00,43,20,36.8,736,Ipoh Coffee,Beverages
10309,2003-09-19 00:00:00,71,3,17.2,51.599998,Flotemysost,Dairy Products
10310,2003-09-20 00:00:00,16,10,13.9,139,Pavlova,Confections
10310,2003-09-20 00:00:00,62,5,39.4,197,Tarte au sucre,Confections
10311,2003-09-20 00:00:00,42,6,11.2,67.199997,Singaporean Hokkien Fried Mee,Grains/Cereals
10311,2003-09-20 00:00:00,69,7,28.8,201.60001,Gudbrandsdalsost,Dairy Products
10312,2003-09-23 00:00:00,28,4,36.4,145.60001,Rössle Sauerkraut,Produce
10312,2003-09-23 00:00:00,43,24,36.8,883.20001,Ipoh Coffee,Beverages
10312,2003-09-23 00:00:00,53,20,26.2,524,Perth Pasties,Meat/Poultry
10312,2003-09-23 00:00:00,75,10,6.2,62,Rhönbräu Klosterbier,Beverages
10313,2003-09-24 00:00:00,36,12,15.2,182.39999,Inlagd Sill,Seafood
10314,2003-09-25 00:00:00,32,40,25.6,921.59998,Mascarpone Fabioli,Dairy Products
10314,2003-09-25 00:00:00,58,30,10.6,286.19998,Escargots de Bourgogne,Seafood
10314,2003-09-25 00:00:00,62,25,39.4,886.5,Tarte au sucre,Confections
10315,2003-09-26 00:00:00,34,14,11.2,156.8,Sasquatch Ale,Beverages
10315,2003-09-26 00:00:00,70,30,12,360,Outback Lager,Beverages
10316,2003-09-27 00:00:00,41,10,7.7,77,Jack's New England Clam Chowder,Seafood
10316,2003-09-27 00:00:00,62,70,39.4,2758,Tarte au sucre,Confections
10317,2003-09-30 00:00:00,1,20,14.4,288,Chai,Beverages
10318,2003-10-01 00:00:00,41,20,7.7,154,Jack's New England Clam Chowder,Seafood
10318,2003-10-01 00:00:00,76,6,14.4,86.400002,Lakkalikööri,Beverages
10319,2003-10-02 00:00:00,17,8,31.2,249.60001,Alice Mutton,Meat/Poultry
10319,2003-10-02 00:00:00,28,14,36.4,509.60001,Rössle Sauerkraut,Produce
10319,2003-10-02 00:00:00,76,30,14.4,432,Lakkalikööri,Beverages
10320,2003-10-03 00:00:00,71,30,17.2,516,Flotemysost,Dairy Products
10321,2003-10-03 00:00:00,35,10,14.4,144,Steeleye Stout,Beverages
10322,2003-10-04 00:00:00,52,20,5.6,112,Filo Mix,Grains/Cereals
10323,2003-10-07 00:00:00,15,5,12.4,62,Genen Shouyu,Condiments
10323,2003-10-07 00:00:00,25,4,11.2,44.799999,NuNuCa Nuß-Nougat-Creme,Confections
10323,2003-10-07 00:00:00,39,4,14.4,57.599998,Chartreuse verte,Beverages
10324,2003-10-08 00:00:00,16,21,13.9,248.11501,Pavlova,Confections
10324,2003-10-08 00:00:00,35,70,14.4,856.80005,Steeleye Stout,Beverages
10324,2003-10-08 00:00:00,46,30,9.6,288,Spegesild,Seafood
10324,2003-10-08 00:00:00,59,40,44,1496,Raclette Courdavault,Dairy Products
10324,2003-10-08 00:00:00,63,80,35.1,2386.8,Vegie-spread,Condiments
10325,2003-10-09 00:00:00,6,6,20,120,Grandma's Boysenberry Spread,Condiments
10325,2003-10-09 00:00:00,13,12,4.8,57.599998,Konbu,Seafood
10325,2003-10-09 00:00:00,14,9,18.6,167.39999,Tofu,Produce
10325,2003-10-09 00:00:00,31,4,10,40,Gorgonzola Telino,Dairy Products
10325,2003-10-09 00:00:00,72,40,27.8,1112,Mozzarella di Giovanni,Dairy Products
10326,2003-10-10 00:00:00,4,24,17.6,422.39999,Chef Anton's Cajun Seasoning,Condiments
10326,2003-10-10 00:00:00,57,16,15.6,249.60001,Ravioli Angelo,Grains/Cereals
10326,2003-10-10 00:00:00,75,50,6.2,310,Rhönbräu Klosterbier,Beverages
10327,2003-10-11 00:00:00,2,25,15.2,304,Chang,Beverages
10327,2003-10-11 00:00:00,11,50,16.8,672,Queso Cabrales,Dairy Products
10327,2003-10-11 00:00:00,30,35,20.7,579.60004,Nord-Ost Matjeshering,Seafood
10327,2003-10-11 00:00:00,58,30,10.6,254.40001,Escargots de Bourgogne,Seafood
10328,2003-10-14 00:00:00,59,9,44,396,Raclette Courdavault,Dairy Products
10328,2003-10-14 00:00:00,65,40,16.8,672,Louisiana Fiery Hot Pepper Sauce,Condiments
10328,2003-10-14 00:00:00,68,10,10,100,Scottish Longbreads,Confections
10329,2003-10-15 00:00:00,19,10,7.3,69.349998,Teatime Chocolate Biscuits,Confections
10329,2003-10-15 00:00:00,30,8,20.7,157.32001,Nord-Ost Matjeshering,Seafood
10329,2003-10-15 00:00:00,38,20,210.8,4005.2,Côte de Blaye,Beverages
10329,2003-10-15 00:00:00,56,12,30.4,346.56,Gnocchi di nonna Alice,Grains/Cereals
10330,2003-10-16 00:00:00,26,50,24.9,1058.25,Gumbär Gummibärchen,Confections
10330,2003-10-16 00:00:00,72,25,27.8,590.75,Mozzarella di Giovanni,Dairy Products
10331,2003-10-16 00:00:00,54,15,5.9,88.5,Tourtière,Meat/Poultry
10332,2003-10-17 00:00:00,18,40,50,1600,Carnarvon Tigers,Seafood
10332,2003-10-17 00:00:00,42,10,11.2,89.599998,Singaporean Hokkien Fried Mee,Grains/Cereals
10332,2003-10-17 00:00:00,47,16,7.6,97.279999,Zaanse koeken,Confections
10333,2003-10-18 00:00:00,14,10,18.6,186,Tofu,Produce
10333,2003-10-18 00:00:00,21,10,8,72,Sir Rodney's Scones,Confections
10333,2003-10-18 00:00:00,71,40,17.2,619.20001,Flotemysost,Dairy Products
10334,2003-10-21 00:00:00,52,8,5.6,44.799999,Filo Mix,Grains/Cereals
10334,2003-10-21 00:00:00,68,10,10,100,Scottish Longbreads,Confections
10335,2003-10-22 00:00:00,2,7,15.2,85.120003,Chang,Beverages
10335,2003-10-22 00:00:00,31,25,10,200,Gorgonzola Telino,Dairy Products
10335,2003-10-22 00:00:00,32,6,25.6,122.88,Mascarpone Fabioli,Dairy Products
10335,2003-10-22 00:00:00,51,48,42.4,1628.16,Manjimup Dried Apples,Produce
10336,2003-10-23 00:00:00,4,18,17.6,285.12,Chef Anton's Cajun Seasoning,Condiments
10337,2003-10-24 00:00:00,23,40,7.2,288,Tunnbröd,Grains/Cereals
10337,2003-10-24 00:00:00,26,24,24.9,597.59998,Gumbär Gummibärchen,Confections
10337,2003-10-24 00:00:00,36,20,15.2,304,Inlagd Sill,Seafood
10337,2003-10-24 00:00:00,37,28,20.8,582.40002,Gravad lax,Seafood
10337,2003-10-24 00:00:00,72,25,27.8,695,Mozzarella di Giovanni,Dairy Products
10338,2003-10-25 00:00:00,17,20,31.2,624,Alice Mutton,Meat/Poultry
10338,2003-10-25 00:00:00,30,15,20.7,310.5,Nord-Ost Matjeshering,Seafood
10339,2003-10-28 00:00:00,4,10,17.6,176,Chef Anton's Cajun Seasoning,Condiments
10339,2003-10-28 00:00:00,17,70,31.2,2074.8,Alice Mutton,Meat/Poultry
10339,2003-10-28 00:00:00,62,28,39.4,1103.2,Tarte au sucre,Confections
10340,2003-10-29 00:00:00,18,20,50,950,Carnarvon Tigers,Seafood
10340,2003-10-29 00:00:00,41,12,7.7,87.779999,Jack's New England Clam Chowder,Seafood
10340,2003-10-29 00:00:00,43,40,36.8,1398.4,Ipoh Coffee,Beverages
10341,2003-10-29 00:00:00,33,8,2,16,Geitost,Dairy Products
10341,2003-10-29 00:00:00,59,9,44,336.60001,Raclette Courdavault,Dairy Products
10342,2003-10-30 00:00:00,2,24,15.2,291.84,Chang,Beverages
10342,2003-10-30 00:00:00,31,56,10,448,Gorgonzola Telino,Dairy Products
10342,2003-10-30 00:00:00,36,40,15.2,486.39999,Inlagd Sill,Seafood
10342,2003-10-30 00:00:00,55,40,19.2,614.40002,Pâté chinois,Meat/Poultry
10343,2003-10-31 00:00:00,64,50,26.6,1330,Wimmers gute Semmelknödel,Grains/Cereals
10343,2003-10-31 00:00:00,68,4,10,38,Scottish Longbreads,Confections
10343,2003-10-31 00:00:00,76,15,14.4,216,Lakkalikööri,Beverages
10344,2003-11-01 00:00:00,4,35,17.6,616,Chef Anton's Cajun Seasoning,Condiments
10344,2003-11-01 00:00:00,8,70,32,1680,Northwoods Cranberry Sauce,Condiments
10345,2003-11-04 00:00:00,8,70,32,2240,Northwoods Cranberry Sauce,Condiments
10345,2003-11-04 00:00:00,19,80,7.3,584,Teatime Chocolate Biscuits,Confections
10345,2003-11-04 00:00:00,42,9,11.2,100.8,Singaporean Hokkien Fried Mee,Grains/Cereals
10346,2003-11-05 00:00:00,17,36,31.2,1010.8799,Alice Mutton,Meat/Poultry
10346,2003-11-05 00:00:00,56,20,30.4,608,Gnocchi di nonna Alice,Grains/Cereals
10347,2003-11-06 00:00:00,25,10,11.2,112,NuNuCa Nuß-Nougat-Creme,Confections
10347,2003-11-06 00:00:00,39,50,14.4,612,Chartreuse verte,Beverages
10347,2003-11-06 00:00:00,40,4,14.7,58.799999,Boston Crab Meat,Seafood
10347,2003-11-06 00:00:00,75,6,6.2,31.620001,Rhönbräu Klosterbier,Beverages
10348,2003-11-07 00:00:00,1,15,14.4,183.60001,Chai,Beverages
10348,2003-11-07 00:00:00,23,25,7.2,180,Tunnbröd,Grains/Cereals
10349,2003-11-08 00:00:00,54,24,5.9,141.60001,Tourtière,Meat/Poultry
10350,2003-11-11 00:00:00,50,15,13,175.5,Valkoinen suklaa,Confections
10350,2003-11-11 00:00:00,69,18,28.8,466.56,Gudbrandsdalsost,Dairy Products
10351,2003-11-11 00:00:00,38,20,210.8,4005.2,Côte de Blaye,Beverages
10351,2003-11-11 00:00:00,41,13,7.7,100.1,Jack's New England Clam Chowder,Seafood
10351,2003-11-11 00:00:00,44,77,15.5,1133.825,Gula Malacca,Condiments
10351,2003-11-11 00:00:00,65,10,16.8,159.59999,Louisiana Fiery Hot Pepper Sauce,Condiments
10352,2003-11-12 00:00:00,24,10,3.6,36,Guaraná Fantástica,Beverages
10352,2003-11-12 00:00:00,54,20,5.9,100.3,Tourtière,Meat/Poultry
10353,2003-11-13 00:00:00,11,12,16.8,161.28001,Queso Cabrales,Dairy Products
10353,2003-11-13 00:00:00,38,50,210.8,8432,Côte de Blaye,Beverages
10354,2003-11-14 00:00:00,1,12,14.4,172.8,Chai,Beverages
10354,2003-11-14 00:00:00,29,4,99,396,Thüringer Rostbratwurst,Meat/Poultry
10355,2003-11-15 00:00:00,24,25,3.6,90,Guaraná Fantástica,Beverages
10355,2003-11-15 00:00:00,57,25,15.6,390,Ravioli Angelo,Grains/Cereals
10356,2003-11-18 00:00:00,31,30,10,300,Gorgonzola Telino,Dairy Products
10356,2003-11-18 00:00:00,55,12,19.2,230.39999,Pâté chinois,Meat/Poultry
10356,2003-11-18 00:00:00,69,20,28.8,576,Gudbrandsdalsost,Dairy Products
10357,2003-11-19 00:00:00,10,30,24.8,595.20001,Ikura,Seafood
10357,2003-11-19 00:00:00,26,16,24.9,398.39999,Gumbär Gummibärchen,Confections
10357,2003-11-19 00:00:00,60,8,27.2,174.08,Camembert Pierrot,Dairy Products
10358,2003-11-20 00:00:00,24,10,3.6,34.200001,Guaraná Fantástica,Beverages
10358,2003-11-20 00:00:00,34,10,11.2,106.4,Sasquatch Ale,Beverages
10358,2003-11-20 00:00:00,36,20,15.2,288.79999,Inlagd Sill,Seafood
10359,2003-11-21 00:00:00,16,56,13.9,739.48004,Pavlova,Confections
10359,2003-11-21 00:00:00,31,70,10,665,Gorgonzola Telino,Dairy Products
10359,2003-11-21 00:00:00,60,80,27.2,2067.2,Camembert Pierrot,Dairy Products
10360,2003-11-22 00:00:00,28,30,36.4,1092,Rössle Sauerkraut,Produce
10360,2003-11-22 00:00:00,29,35,99,3465,Thüringer Rostbratwurst,Meat/Poultry
10360,2003-11-22 00:00:00,38,10,210.8,2108,Côte de Blaye,Beverages
10360,2003-11-22 00:00:00,49,35,16,560,Maxilaku,Confections
10360,2003-11-22 00:00:00,54,28,5.9,165.2,Tourtière,Meat/Poultry
10361,2003-11-22 00:00:00,39,54,14.4,699.83997,Chartreuse verte,Beverages
10361,2003-11-22 00:00:00,60,55,27.2,1346.4,Camembert Pierrot,Dairy Products
10362,2003-11-25 00:00:00,25,50,11.2,560,NuNuCa Nuß-Nougat-Creme,Confections
10362,2003-11-25 00:00:00,51,20,42.4,848,Manjimup Dried Apples,Produce
10362,2003-11-25 00:00:00,54,24,5.9,141.60001,Tourtière,Meat/Poultry
10363,2003-11-26 00:00:00,31,20,10,200,Gorgonzola Telino,Dairy Products
10363,2003-11-26 00:00:00,75,12,6.2,74.400002,Rhönbräu Klosterbier,Beverages
10363,2003-11-26 00:00:00,76,12,14.4,172.8,Lakkalikööri,Beverages
10364,2003-11-26 00:00:00,69,30,28.8,864,Gudbrandsdalsost,Dairy Products
10364,2003-11-26 00:00:00,71,5,17.2,86,Flotemysost,Dairy Products
10365,2003-11-27 00:00:00,11,24,16.8,403.20001,Queso Cabrales,Dairy Products
10366,2003-11-28 00:00:00,65,5,16.8,84,Louisiana Fiery Hot Pepper Sauce,Condiments
10366,2003-11-28 00:00:00,77,5,10.4,52,Original Frankfurter grüne Soße,Condiments
10367,2003-11-28 00:00:00,34,36,11.2,403.20001,Sasquatch Ale,Beverages
10367,2003-11-28 00:00:00,54,18,5.9,106.2,Tourtière,Meat/Poultry
10367,2003-11-28 00:00:00,65,15,16.8,252,Louisiana Fiery Hot Pepper Sauce,Condiments
10367,2003-11-28 00:00:00,77,7,10.4,72.800003,Original Frankfurter grüne Soße,Condiments
10368,2003-11-29 00:00:00,21,5,8,36,Sir Rodney's Scones,Confections
10368,2003-11-29 00:00:00,28,13,36.4,425.88,Rössle Sauerkraut,Produce
